#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2016 05 25 14 04 999 99.0 99.0  0.19 99.00  2.88 999 9999.0 999.0  13.5 999.0 99.0 99.00
2016 05 25 14 34 999 99.0 99.0  0.17 99.00  2.87 999 9999.0 999.0  13.7 999.0 99.0 99.00
2016 05 25 15 04 999 99.0 99.0  0.15 99.00  2.95 999 9999.0 999.0  13.9 999.0 99.0 99.00
2016 05 25 15 34 999 99.0 99.0  0.13 99.00  3.03 999 9999.0 999.0  14.2 999.0 99.0 99.00
2016 05 25 16 04 999 99.0 99.0  0.14 99.00  3.31 999 9999.0 999.0  14.2 999.0 99.0 99.00
2016 05 25 16 34 999 99.0 99.0  0.11 99.00  3.12 999 9999.0 999.0  14.5 999.0 99.0 99.00
2016 05 25 17 04 999 99.0 99.0  0.11 99.00  3.42 999 9999.0 999.0  14.3 999.0 99.0 99.00
2016 05 25 17 34 999 99.0 99.0  0.20 99.00  2.43 999 9999.0 999.0  14.1 999.0 99.0 99.00
2016 05 25 18 04 999 99.0 99.0  0.27  2.38  2.30 166 9999.0 999.0  13.8 999.0 99.0 99.00
2016 05 25 18 34 999 99.0 99.0  0.26  2.33  2.26 162 9999.0 999.0  14.2 999.0 99.0 99.00
2016 05 25 19 04 999 99.0 99.0  0.29  2.27  2.29 158 9999.0 999.0  14.2 999.0 99.0 99.00
2016 05 25 19 34 999 99.0 99.0  0.30  2.27  2.33 165 9999.0 999.0  14.3 999.0 99.0 99.00
2016 05 25 20 04 999 99.0 99.0  0.25  2.33  2.36 159 9999.0 999.0  14.5 999.0 99.0 99.00
2016 05 25 20 34 999 99.0 99.0  0.19 99.00  2.48 999 9999.0 999.0  14.7 999.0 99.0 99.00
2016 05 25 21 04 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0  14.8 999.0 99.0 99.00
2016 05 25 21 34 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0  14.4 999.0 99.0 99.00
2016 05 25 22 04 999 99.0 99.0  0.27  2.22  2.22 243 9999.0 999.0  14.2 999.0 99.0 99.00
2016 05 25 22 34 999 99.0 99.0  0.35  2.56  2.39 234 9999.0 999.0  14.0 999.0 99.0 99.00
2016 05 25 23 04 999 99.0 99.0  0.33  2.63  2.42 234 9999.0 999.0  13.8 999.0 99.0 99.00
2016 05 25 23 34 999 99.0 99.0  0.29  2.44  2.39 232 9999.0 999.0  13.8 999.0 99.0 99.00
2016 05 26 00 04 999 99.0 99.0  0.28  2.50  2.40 229 9999.0 999.0  13.7 999.0 99.0 99.00
2016 05 26 00 34 999 99.0 99.0  0.23 99.00  2.34 999 9999.0 999.0  13.7 999.0 99.0 99.00
2016 05 26 01 04 999 99.0 99.0  0.24 99.00  2.24 999 9999.0 999.0  13.7 999.0 99.0 99.00
2016 05 26 01 34 999 99.0 99.0  0.26  2.17  2.23 229 9999.0 999.0  13.7 999.0 99.0 99.00
2016 05 26 02 04 999 99.0 99.0  0.22 99.00  2.29 999 9999.0 999.0  13.7 999.0 99.0 99.00
2016 05 26 02 34 999 99.0 99.0  0.21 99.00  2.26 999 9999.0 999.0  13.8 999.0 99.0 99.00
2016 05 26 03 04 999 99.0 99.0  0.24 99.00  2.20 999 9999.0 999.0  13.8 999.0 99.0 99.00
2016 05 26 03 34 999 99.0 99.0  0.24 99.00  2.25 999 9999.0 999.0  13.9 999.0 99.0 99.00
2016 05 26 04 04 999 99.0 99.0  0.19 99.00  2.31 999 9999.0 999.0  13.8 999.0 99.0 99.00
2016 05 26 04 34 999 99.0 99.0  0.17 99.00  2.30 999 9999.0 999.0  13.7 999.0 99.0 99.00
2016 05 26 05 04 999 99.0 99.0  0.20 99.00  2.23 999 9999.0 999.0  13.6 999.0 99.0 99.00
2016 05 26 05 34 999 99.0 99.0  0.21 99.00  2.23 999 9999.0 999.0  13.6 999.0 99.0 99.00
2016 05 26 06 04 999 99.0 99.0  0.18 99.00  2.27 999 9999.0 999.0  13.5 999.0 99.0 99.00
2016 05 26 06 34 999 99.0 99.0  0.18 99.00  2.38 999 9999.0 999.0  13.5 999.0 99.0 99.00
2016 05 26 07 04 999 99.0 99.0  0.16 99.00  2.44 999 9999.0 999.0  13.5 999.0 99.0 99.00
2016 05 26 07 34 999 99.0 99.0  0.14 99.00  2.55 999 9999.0 999.0  13.5 999.0 99.0 99.00
2016 05 26 08 04 999 99.0 99.0  0.12 99.00  2.77 999 9999.0 999.0  13.6 999.0 99.0 99.00
2016 05 26 08 34 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0  13.6 999.0 99.0 99.00
2016 05 26 09 04 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0  13.6 999.0 99.0 99.00
2016 05 26 09 34 999 99.0 99.0  0.11 99.00  3.15 999 9999.0 999.0  13.6 999.0 99.0 99.00
2016 05 26 10 04 999 99.0 99.0  0.09 99.00  3.68 999 9999.0 999.0  13.7 999.0 99.0 99.00
2016 05 26 10 34 999 99.0 99.0  0.09 99.00  3.92 999 9999.0 999.0  13.7 999.0 99.0 99.00
2016 05 26 11 04 999 99.0 99.0  0.09 99.00  3.84 999 9999.0 999.0  13.8 999.0 99.0 99.00
2016 05 26 11 34 999 99.0 99.0  0.09 99.00  4.10 999 9999.0 999.0  13.9 999.0 99.0 99.00
2016 05 26 12 04 999 99.0 99.0  0.09 99.00  3.77 999 9999.0 999.0  14.0 999.0 99.0 99.00
2016 05 26 12 34 999 99.0 99.0  0.11 99.00  3.03 999 9999.0 999.0  14.4 999.0 99.0 99.00
2016 05 26 13 04 999 99.0 99.0  0.10 99.00  3.23 999 9999.0 999.0  14.9 999.0 99.0 99.00
2016 05 26 13 34 999 99.0 99.0  0.11 99.00  2.95 999 9999.0 999.0  15.1 999.0 99.0 99.00
2016 05 26 14 04 999 99.0 99.0  0.09 99.00  3.22 999 9999.0 999.0  15.3 999.0 99.0 99.00
2016 05 26 14 34 999 99.0 99.0  0.09 99.00  3.06 999 9999.0 999.0  15.8 999.0 99.0 99.00
2016 05 26 15 34 999 99.0 99.0  0.09 99.00  3.18 999 9999.0 999.0  16.0 999.0 99.0 99.00
2016 05 26 16 04 999 99.0 99.0  0.14 99.00  3.46 999 9999.0 999.0  16.6 999.0 99.0 99.00
2016 05 26 16 34 999 99.0 99.0  0.10 99.00  3.39 999 9999.0 999.0  17.1 999.0 99.0 99.00
2016 05 26 17 04 999 99.0 99.0  0.09 99.00  3.49 999 9999.0 999.0  17.3 999.0 99.0 99.00
2016 05 26 17 34 999 99.0 99.0  0.08 99.00  3.57 999 9999.0 999.0  16.8 999.0 99.0 99.00
2016 05 26 18 04 999 99.0 99.0  0.09 99.00  3.61 999 9999.0 999.0  17.0 999.0 99.0 99.00
2016 05 26 18 34 999 99.0 99.0  0.10 99.00  3.69 999 9999.0 999.0  16.8 999.0 99.0 99.00
2016 05 26 19 04 999 99.0 99.0  0.14 99.00  3.90 999 9999.0 999.0  16.8 999.0 99.0 99.00
2016 05 26 19 34 999 99.0 99.0  0.10 99.00  3.60 999 9999.0 999.0  16.2 999.0 99.0 99.00
2016 05 26 20 04 999 99.0 99.0  0.10 99.00  3.62 999 9999.0 999.0  16.3 999.0 99.0 99.00
2016 05 26 20 34 999 99.0 99.0  0.10 99.00  3.53 999 9999.0 999.0  16.0 999.0 99.0 99.00
2016 05 26 21 04 999 99.0 99.0  0.13 99.00  2.81 999 9999.0 999.0  15.7 999.0 99.0 99.00
2016 05 26 21 34 999 99.0 99.0  0.16 99.00  2.42 999 9999.0 999.0  15.5 999.0 99.0 99.00
2016 05 26 22 04 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0  15.1 999.0 99.0 99.00
2016 05 26 22 34 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0  15.0 999.0 99.0 99.00
2016 05 26 23 04 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0  15.2 999.0 99.0 99.00
2016 05 26 23 34 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0  15.2 999.0 99.0 99.00
2016 05 27 00 04 999 99.0 99.0  0.26  2.50  2.24  80 9999.0 999.0  15.2 999.0 99.0 99.00
2016 05 27 00 34 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0  15.1 999.0 99.0 99.00
2016 05 27 01 04 999 99.0 99.0  0.30  2.00  2.14 131 9999.0 999.0  14.9 999.0 99.0 99.00
2016 05 27 01 34 999 99.0 99.0  0.33  2.17  2.23 129 9999.0 999.0  14.8 999.0 99.0 99.00
2016 05 27 02 04 999 99.0 99.0  0.33  2.33  2.24 131 9999.0 999.0  14.7 999.0 99.0 99.00
2016 05 27 02 34 999 99.0 99.0  0.36  2.44  2.33 128 9999.0 999.0  14.5 999.0 99.0 99.00
2016 05 27 03 04 999 99.0 99.0  0.36  2.44  2.37 131 9999.0 999.0  14.5 999.0 99.0 99.00
2016 05 27 03 34 999 99.0 99.0  0.37  2.44  2.37 132 9999.0 999.0  14.4 999.0 99.0 99.00
2016 05 27 04 04 999 99.0 99.0  0.34  2.38  2.38 127 9999.0 999.0  14.4 999.0 99.0 99.00
2016 05 27 04 34 999 99.0 99.0  0.35  2.70  2.36 111 9999.0 999.0  14.4 999.0 99.0 99.00
2016 05 27 05 04 999 99.0 99.0  0.33  2.63  2.38 113 9999.0 999.0  14.4 999.0 99.0 99.00
2016 05 27 05 34 999 99.0 99.0  0.29  2.50  2.33 121 9999.0 999.0  14.3 999.0 99.0 99.00
2016 05 27 06 04 999 99.0 99.0  0.29  2.38  2.29 129 9999.0 999.0  14.3 999.0 99.0 99.00
2016 05 27 06 34 999 99.0 99.0  0.27  2.44  2.33 122 9999.0 999.0  14.4 999.0 99.0 99.00
2016 05 27 07 04 999 99.0 99.0  0.25  2.22  2.22 132 9999.0 999.0  14.4 999.0 99.0 99.00
2016 05 27 07 34 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0  14.3 999.0 99.0 99.00
2016 05 27 08 04 999 99.0 99.0  0.21 99.00  2.16 999 9999.0 999.0  14.3 999.0 99.0 99.00
2016 05 27 08 34 999 99.0 99.0  0.20 99.00  2.13 999 9999.0 999.0  14.2 999.0 99.0 99.00
2016 05 27 09 04 999 99.0 99.0  0.20 99.00  2.07 999 9999.0 999.0  14.2 999.0 99.0 99.00
2016 05 27 09 34 999 99.0 99.0  0.20 99.00  2.07 999 9999.0 999.0  14.1 999.0 99.0 99.00
2016 05 27 10 04 999 99.0 99.0  0.23 99.00  2.10 999 9999.0 999.0  14.1 999.0 99.0 99.00
2016 05 27 10 34 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0  14.1 999.0 99.0 99.00
2016 05 27 11 04 999 99.0 99.0  0.27  2.17  2.16 156 9999.0 999.0  14.1 999.0 99.0 99.00
2016 05 27 11 34 999 99.0 99.0  0.31  2.33  2.24 152 9999.0 999.0  14.1 999.0 99.0 99.00
2016 05 27 12 04 999 99.0 99.0  0.31  2.38  2.23 174 9999.0 999.0  14.1 999.0 99.0 99.00
2016 05 27 12 34 999 99.0 99.0  0.29  2.33  2.27 165 9999.0 999.0  14.2 999.0 99.0 99.00
2016 05 27 13 04 999 99.0 99.0  0.24 99.00  2.21 999 9999.0 999.0  14.3 999.0 99.0 99.00
2016 05 27 13 34 999 99.0 99.0  0.21 99.00  2.14 999 9999.0 999.0  14.4 999.0 99.0 99.00
2016 05 27 14 04 999 99.0 99.0  0.21 99.00  2.13 999 9999.0 999.0  14.4 999.0 99.0 99.00
2016 05 27 14 34 999 99.0 99.0  0.24 99.00  2.19 999 9999.0 999.0  14.5 999.0 99.0 99.00
2016 05 27 15 04 999 99.0 99.0  0.24 99.00  2.23 999 9999.0 999.0  14.6 999.0 99.0 99.00
2016 05 27 15 34 999 99.0 99.0  0.18 99.00  2.28 999 9999.0 999.0  14.7 999.0 99.0 99.00
2016 05 27 16 04 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0  14.8 999.0 99.0 99.00
2016 05 27 16 34 999 99.0 99.0  0.19 99.00  2.28 999 9999.0 999.0  14.9 999.0 99.0 99.00
2016 05 27 17 04 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0  15.1 999.0 99.0 99.00
2016 05 27 17 34 999 99.0 99.0  0.19 99.00  2.18 999 9999.0 999.0  15.1 999.0 99.0 99.00
2016 05 27 18 04 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0  15.3 999.0 99.0 99.00
2016 05 27 18 34 999 99.0 99.0  0.19 99.00  2.25 999 9999.0 999.0  15.5 999.0 99.0 99.00
2016 05 27 19 04 999 99.0 99.0  0.20 99.00  2.34 999 9999.0 999.0  15.5 999.0 99.0 99.00
2016 05 27 19 34 999 99.0 99.0  0.20 99.00  2.41 999 9999.0 999.0  15.5 999.0 99.0 99.00
2016 05 27 20 04 999 99.0 99.0  0.28  2.17  2.44 190 9999.0 999.0  15.6 999.0 99.0 99.00
2016 05 27 20 34 999 99.0 99.0  0.36  2.50  2.33 236 9999.0 999.0  15.4 999.0 99.0 99.00
2016 05 27 21 04 999 99.0 99.0  0.35  2.63  2.45 235 9999.0 999.0  15.3 999.0 99.0 99.00
2016 05 27 21 34 999 99.0 99.0  0.41  2.94  2.55 246 9999.0 999.0  15.2 999.0 99.0 99.00
2016 05 27 22 04 999 99.0 99.0  0.44  2.86  2.55 236 9999.0 999.0  15.1 999.0 99.0 99.00
2016 05 27 22 34 999 99.0 99.0  0.50  2.86  2.61 235 9999.0 999.0  15.0 999.0 99.0 99.00
2016 05 27 23 04 999 99.0 99.0  0.45  2.78  2.60 232 9999.0 999.0  15.0 999.0 99.0 99.00
2016 05 27 23 34 999 99.0 99.0  0.45  2.70  2.56 235 9999.0 999.0  15.1 999.0 99.0 99.00
2016 05 28 00 04 999 99.0 99.0  0.50  2.86  2.61 241 9999.0 999.0  15.1 999.0 99.0 99.00
2016 05 28 00 34 999 99.0 99.0  0.48  2.86  2.56 236 9999.0 999.0  15.1 999.0 99.0 99.00
2016 05 28 01 04 999 99.0 99.0  0.52  2.86  2.55 242 9999.0 999.0  15.0 999.0 99.0 99.00
2016 05 28 01 34 999 99.0 99.0  0.54  3.03  2.60 241 9999.0 999.0  14.8 999.0 99.0 99.00
2016 05 28 02 04 999 99.0 99.0  0.63  3.23  2.76 238 9999.0 999.0  14.6 999.0 99.0 99.00
2016 05 28 02 34 999 99.0 99.0  0.71  3.33  2.91 239 9999.0 999.0  14.5 999.0 99.0 99.00
2016 05 28 03 04 999 99.0 99.0  0.75  3.70  3.07 241 9999.0 999.0  14.4 999.0 99.0 99.00
2016 05 28 03 34 999 99.0 99.0  0.73  3.45  2.95 238 9999.0 999.0  14.3 999.0 99.0 99.00
2016 05 28 04 04 999 99.0 99.0  0.67  3.45  2.87 231 9999.0 999.0  14.2 999.0 99.0 99.00
2016 05 28 04 34 999 99.0 99.0  0.64  3.33  2.89 234 9999.0 999.0  14.2 999.0 99.0 99.00
2016 05 28 05 04 999 99.0 99.0  0.62  3.33  2.84 236 9999.0 999.0  14.2 999.0 99.0 99.00
2016 05 28 05 34 999 99.0 99.0  0.58  3.33  2.77 242 9999.0 999.0  14.1 999.0 99.0 99.00
2016 05 28 06 04 999 99.0 99.0  0.59  3.12  2.76 239 9999.0 999.0  14.0 999.0 99.0 99.00
2016 05 28 06 34 999 99.0 99.0  0.64  3.03  2.83 235 9999.0 999.0  13.9 999.0 99.0 99.00
2016 05 28 07 04 999 99.0 99.0  0.68  3.33  2.94 235 9999.0 999.0  13.7 999.0 99.0 99.00
2016 05 28 07 34 999 99.0 99.0  0.74  3.57  3.04 229 9999.0 999.0  13.6 999.0 99.0 99.00
2016 05 28 08 04 999 99.0 99.0  0.74  3.57  3.04 232 9999.0 999.0  13.5 999.0 99.0 99.00
2016 05 28 08 34 999 99.0 99.0  0.75  3.57  3.12 239 9999.0 999.0  13.4 999.0 99.0 99.00
2016 05 28 09 04 999 99.0 99.0  0.73  3.57  3.09 239 9999.0 999.0  13.3 999.0 99.0 99.00
2016 05 28 09 34 999 99.0 99.0  0.71  3.70  3.06 236 9999.0 999.0  13.2 999.0 99.0 99.00
2016 05 28 10 04 999 99.0 99.0  0.65  3.70  2.98 243 9999.0 999.0  13.2 999.0 99.0 99.00
2016 05 28 10 34 999 99.0 99.0  0.63  3.57  2.96 245 9999.0 999.0  13.2 999.0 99.0 99.00
