YY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
97 01 05 21 158  6.9  7.7   .84  5.26  4.42  82  997.1   8.3   5.5 999.0 99.0
97 01 05 22 180  7.4  8.8   .89  5.00  4.30  89  996.1   8.8   5.5 999.0 99.0
97 01 05 23 197  5.4  6.6   .91  5.56  4.37  90  996.1   8.3   5.6 999.0 99.0
97 01 06 00 214  2.8  3.3   .99  5.00  4.21  92  996.1   7.9   5.6 999.0 99.0
97 01 06 01 213  2.8  3.3  1.05  5.88  4.82 104  996.0   7.9   5.6 999.0 99.0
97 01 06 02 224  3.0  3.9  1.12  6.67  5.20  99  995.7   7.8   5.5 999.0 99.0
97 01 06 03 211  3.6  4.1   .91  6.67  5.12  95  995.3   7.9   5.5 999.0 99.0
97 01 06 04 245  3.6  4.2   .84  6.67  5.24  94  995.4   7.9   5.5 999.0 99.0
97 01 06 05 284  2.7  3.2   .76  7.14  5.36  93  996.0   7.3   5.5 999.0 99.0
97 01 06 06 259  2.3  3.0   .69  6.67  5.58  95  996.3   7.0   5.5 999.0 99.0
97 01 06 07 253  1.4  1.7   .76  6.67  5.81 102  996.3   7.1   5.5 999.0 99.0
97 01 06 08 193  3.2  3.6   .77  6.67  5.62 101  996.2   7.1   5.5 999.0 99.0
97 01 06 09 294  3.0  4.0   .77  6.67  5.75 103  996.2   6.6   5.5 999.0 99.0
97 01 06 10 284  7.6  8.8   .75  6.25  5.66 100  996.8   7.0   5.5 999.0 99.0
97 01 06 11 270  7.6 10.1   .77  6.67  4.42 103  997.7   6.9   5.6 999.0 99.0
97 01 06 12 262  7.9  9.8   .80  6.67  3.97  98  998.4   6.6   5.6 999.0 99.0
97 01 06 13 267 10.0 11.9   .81  3.57  3.72 287  998.6   6.0   5.6 999.0 99.0
97 01 06 14 271 10.5 14.8   .88  3.57  3.59 276  999.3   5.7   5.8 999.0 99.0
97 01 06 15 273 11.9 14.8   .99  3.70  3.61 290  999.7   5.6   5.9 999.0 99.0
97 01 06 16 273 10.0 12.0  1.03  3.70  3.72 292 1000.0   5.2   5.9 999.0 99.0
97 01 06 17 270 11.1 13.0   .88  3.70  3.51 287 1000.1   5.4   5.9 999.0 99.0
97 01 06 18 261 11.4 13.9   .96  3.57  3.58 287  999.6   5.5   5.8 999.0 99.0
97 01 06 19 274 12.0 15.1  1.13  4.17  3.76 283 1000.0   5.2   5.8 999.0 99.0
97 01 06 20 273 12.5 14.9  1.15  4.76  3.87 288 1000.5   4.7   5.8 999.0 99.0
97 01 06 21 268 12.0 15.0  1.08  4.35  3.83 294 1001.4   4.7   5.8 999.0 99.0
97 01 06 22 272 11.5 14.2  1.19  4.35  3.87 289 1001.9   4.3   5.9 999.0 99.0
97 01 06 23 281 13.3 16.0  1.21  4.35  3.87 281 1002.5   3.5   5.9 999.0 99.0
97 01 07 00 269 12.9 15.9  1.25  4.55  3.98 280 1003.4   2.9   5.9 999.0 99.0
97 01 07 01 267 13.4 17.9  1.20  4.17  3.87 282 1003.7   2.4   5.9 999.0 99.0
97 01 07 02 276 13.6 16.7  1.28  4.35  3.93 281 1004.8   2.1   5.9 999.0 99.0
97 01 07 03 278 13.0 15.5  1.22  4.35  3.85 281 1004.5   1.7   5.9 999.0 99.0
97 01 07 04 270 11.7 15.2  1.04  4.35  3.69 282 1005.4   1.6   5.9 999.0 99.0
97 01 07 05 259 11.5 14.8  1.04  4.17  3.69 277 1004.9   1.3   5.9 999.0 99.0
97 01 07 06 258 11.6 13.9   .89  3.85  3.45 275 1005.5   1.3   5.9 999.0 99.0
97 01 07 07 270 11.4 14.4   .98  3.85  3.51 276 1005.6    .9   5.9 999.0 99.0
97 01 07 08 265 11.8 14.3  1.00  4.00  3.60 280 1005.8    .8   5.8 999.0 99.0
97 01 07 09 261 12.2 14.6   .93  4.17  3.65 279 1005.9    .7   5.8 999.0 99.0
97 01 07 10 251 10.5 15.3   .93  4.17  3.60 274 1005.5    .5   5.9 999.0 99.0
97 01 07 11 263 11.7 15.4   .85  4.00  3.52 281 1005.6    .5   5.9 999.0 99.0
97 01 07 12 246 10.0 12.1   .85  3.85  3.45 277 1005.8    .3   5.9 999.0 99.0
97 01 07 13 255 10.4 13.9   .84  3.70  3.50 275 1005.9    .4   5.9 999.0 99.0
97 01 07 14 248 10.5 13.1   .87  3.70  3.51 264 1005.6    .5   5.9 999.0 99.0
97 01 07 15 250 10.0 13.0   .79  3.57  3.38 270 1005.6    .9   5.9 999.0 99.0
97 01 07 16 253 11.0 14.0   .89  3.85  3.45 264 1004.8   1.1   5.9 999.0 99.0
97 01 07 17 264 11.8 15.4  1.05  4.00  3.58 277 1003.8   1.5   5.9 999.0 99.0
97 01 07 18 263 13.4 16.3  1.18  4.00  3.78 277 1002.9   1.4   5.9 999.0 99.0
97 01 07 19 265 12.5 15.9  1.10  4.35  3.75 284 1002.6   1.5   5.9 999.0 99.0
97 01 07 20 267 13.6 18.0  1.17  4.55  3.79 283 1002.5   1.3   5.9 999.0 99.0
97 01 07 21 271 14.3 16.9  1.28  4.55  3.91 289 1002.7   1.3   5.9 999.0 99.0
97 01 07 22 268 15.5 18.9  1.40  4.76  4.10 284 1003.1    .9   5.9 999.0 99.0
97 01 07 23 274 15.9 22.0  1.32  4.76  4.11 290 1003.6    .5   5.9 999.0 99.0
97 01 08 00 268 17.5 22.6  1.63  5.26  4.35 280 1003.4   -.2   5.9 999.0 99.0
97 01 08 01 278 15.4 19.3  1.74  5.56  4.58 288 1003.9   -.6   5.9 999.0 99.0
97 01 08 02 280 13.5 16.8  1.81  5.00  4.43 282 1004.5   -.7   5.9 999.0 99.0
97 01 08 03 280 14.3 16.7  1.35  4.76  4.06 286 1004.3  -1.2   5.9 999.0 99.0
97 01 08 04 278 13.2 16.9  1.35  4.35  3.93 286 1005.0  -1.5   5.9 999.0 99.0
97 01 08 05 274 13.2 16.5  1.28  4.55  3.80 284 1005.4  -2.2   5.9 999.0 99.0
97 01 08 06 278 14.8 18.5  1.36  4.35  3.87 279 1004.8  -2.5   5.9 999.0 99.0
97 01 08 07 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 01 08 08 276 13.9 19.4  1.39  4.55  4.09 284 1005.2  -2.8   5.8 999.0 99.0
97 01 08 09 278 14.2 17.5  1.47  4.76  4.02 283 1005.1  -3.0   5.8 999.0 99.0
97 01 08 10 283 13.2 16.7  1.48  4.76  4.05 287 1005.1  -3.1   5.8 999.0 99.0
97 01 08 11 285 13.2 16.3  1.36  4.35  4.10 283 1005.3  -3.3   5.8 999.0 99.0
97 01 08 12 291 12.2 15.0  1.25  4.55  3.98 276 1006.0  -3.4   5.8 999.0 99.0
97 01 08 13 293 13.7 17.3  1.41  4.55  4.02 301 1006.6  -3.9   5.8 999.0 99.0
97 01 08 14 296 13.7 17.5  1.69  4.35  4.30 299 1007.4  -4.2   5.9 999.0 99.0
97 01 08 15 282 15.0 18.6  1.62  5.00  4.22 293 1007.4  -4.2   5.9 999.0 99.0
97 01 08 16 287 13.5 16.3  1.46  5.00  4.14 293 1007.8  -3.6   5.9 999.0 99.0
97 01 08 17 286 13.8 16.4  1.63  5.00  4.19 286 1007.3  -2.8   5.9 999.0 99.0
97 01 08 18 290 13.5 16.3  1.55  4.76  4.14 291 1006.9  -1.7   5.9 999.0 99.0
97 01 08 19 291 12.5 15.4  1.48  4.55  4.05 298 1007.9   -.9   5.9 999.0 99.0
97 01 08 20 287 13.1 15.7  1.43  4.76  4.10 295 1008.4    .0   5.9 999.0 99.0
97 01 08 21 289 12.9 15.9  1.33  4.35  3.96 297 1009.0    .3   5.8 999.0 99.0
97 01 08 22 289 13.2 16.0  1.41  4.55  4.04 300 1009.7   -.2   5.8 999.0 99.0
97 01 08 23 290 12.6 15.3  1.35  4.35  3.91 293 1010.4   -.5   5.9 999.0 99.0
97 01 09 00 290 12.6 15.4  1.43  4.35  4.04 299 1012.0   -.8   5.9 999.0 99.0
97 01 09 01 290 14.6 17.8  1.25  4.55  3.87 287 1011.9  -1.4   5.9 999.0 99.0
97 01 09 02 297 12.7 15.0  1.34  4.76  4.00 297 1013.1  -1.7   5.9 999.0 99.0
97 01 09 03 299 11.3 13.8  1.12  4.35  3.88 296 1013.3  -2.1   5.8 999.0 99.0
97 01 09 04 299 10.8 13.4  1.05  4.17  3.64 300 1013.2  -2.0   5.8 999.0 99.0
97 01 09 05 291 10.5 12.6  1.08  4.00  3.61 296 1013.0  -2.1   5.8 999.0 99.0
97 01 09 06 283 10.7 13.0  1.09  4.00  3.58 295 1013.4  -2.0   5.8 999.0 99.0
97 01 09 07 283 11.7 14.2   .96  3.70  3.47 288 1013.7  -2.0   5.8 999.0 99.0
97 01 09 08 280 11.3 13.4   .95  4.00  3.61 288 1014.0  -1.9   5.8 999.0 99.0
97 01 09 09 280 10.9 12.9   .99  3.85  3.59 284 1014.1  -2.2   5.8 999.0 99.0
97 01 09 10 286 12.3 14.8  1.08  4.17  3.71 291 1013.7  -2.2   5.8 999.0 99.0
97 01 09 11 292 12.7 15.2  1.18  4.35  3.86 296 1013.1  -2.1   5.8 999.0 99.0
97 01 09 12 282 10.9 12.8  1.14  4.17  3.88 296 1013.6  -2.2   5.8 999.0 99.0
97 01 09 13 293  9.6 11.6   .91  4.35  3.71 295 1013.4  -2.3   5.8 999.0 99.0
97 01 09 14 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 01 09 15 301  7.6  9.4   .74  3.57  3.45 313 1013.1  -1.9   5.6 999.0 99.0
97 01 09 16 304  5.5  7.2   .57  3.12  3.28 305 1011.7  -1.2   5.6 999.0 99.0
97 01 09 17 271  5.4  7.0   .47  3.03  3.14 305 1011.7   -.4   5.6 999.0 99.0
97 01 09 18 269  4.9  6.1   .42  2.78  3.03 310 1011.7    .0   5.6 999.0 99.0
97 01 09 19 284  2.8  3.6   .31  2.50  3.27   6 1011.1    .5   5.6 999.0 99.0
97 01 09 20 261  2.2  3.0   .23  2.50  3.62  34 1009.6    .8   5.6 999.0 99.0
97 01 09 21 263  3.7  5.1   .21  3.33  3.97  51 1010.2    .9   5.6 999.0 99.0
97 01 09 22 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 01 09 23 129  2.0  2.9   .19  7.69  4.47  79 1007.8    .9   5.6 999.0 99.0
97 01 10 00 145  2.1  3.3   .29  3.85  4.02  43 1007.9   1.3   5.6 999.0 99.0
97 01 10 01 114  2.2  3.1   .22  6.67  4.06  90 1006.9   1.3   5.6 999.0 99.0
97 01 10 02 132  6.2  7.6   .19  7.69  4.04  77 1005.5   2.4   5.6 999.0 99.0
97 01 10 03 145  5.9  6.6   .28  2.50  3.10  89 1005.5   1.2   5.6 999.0 99.0
97 01 10 04 128  6.3  7.4   .45  2.86  3.02 140 1004.0   1.3   5.6 999.0 99.0
97 01 10 05  99  9.8 11.7   .54  3.33  3.21 137  999.5   2.0   5.8 999.0 99.0
97 01 10 06 110 13.1 16.2  1.00  3.85  3.51 132  997.1   3.1   5.8 999.0 99.0
97 01 10 07 114 14.1 17.4  1.50  4.76  4.11 127  994.0   3.9   5.8 999.0 99.0
97 01 10 08 116 14.5 18.4  2.25  5.56  4.94 134  991.1   4.7   5.8 999.0 99.0
97 01 10 09 164  7.9 10.6  2.59  6.67  5.52 121  993.1   5.2   5.8 999.0 99.0
97 01 10 10 131  7.0  8.8  2.88  7.14  5.84 121  991.6   5.5   5.6 999.0 99.0
97 01 10 11 164  6.6  8.1  2.83  7.14  5.94 121  990.2   5.8   5.8 999.0 99.0
97 01 10 12 147  8.4 10.2  2.64  7.69  6.02 112  988.7   5.8   5.8 999.0 99.0
97 01 10 13 152  9.6 11.4  2.94  8.33  6.02 103  987.8   5.8   5.8 999.0 99.0
97 01 10 14 158  8.8 10.7  2.91  8.33  6.17 104  986.9   6.2   5.8 999.0 99.0
97 01 10 15 188  9.3 11.2  2.57  9.09  6.00  97  986.5   7.1   5.8 999.0 99.0
97 01 10 16 211 11.2 13.3  2.44  9.09  5.85  93  985.5   6.7   5.8 999.0 99.0
97 01 10 17 237 12.7 15.8  2.39  9.09  5.67  93  985.6   5.6   5.8 999.0 99.0
97 01 10 18 232 11.2 13.7  2.37  9.09  5.59  95  986.3   4.4   5.8 999.0 99.0
97 01 10 19 242 10.2 14.0  2.00  9.09  5.21  93  987.1   5.0   5.8 999.0 99.0
97 01 10 20 239 13.0 16.3  1.86  9.09  4.78  85  988.3   5.2   5.8 999.0 99.0
97 01 10 21 231 13.1 16.8  1.86  9.09  5.18  82  988.6   5.0   5.8 999.0 99.0
97 01 10 22 248 14.6 18.4  1.64  9.09  4.72  81  990.1   4.4   5.8 999.0 99.0
97 01 10 23 239 14.5 17.6  1.72  4.35  4.56 260  992.5   3.2   5.7 999.0 99.0
97 01 11 00 249 13.4 16.8  1.57  4.55  4.44 248  995.0   3.2   5.7 999.0 99.0
97 01 11 01 237 12.4 15.2  1.45  4.35  4.25 255  996.7   3.1   5.8 999.0 99.0
97 01 11 02 233 11.4 14.2  1.17  4.00  4.03 262  997.7   3.0   5.8 999.0 99.0
97 01 11 03 225 11.3 13.8   .90  3.85  3.88 263  998.5   2.8   5.7 999.0 99.0
97 01 11 04 225 10.0 12.5   .94  3.70  3.59 258  999.1   2.8   5.6 999.0 99.0
97 01 11 05 225 10.5 12.7   .91  3.70  3.46 263  999.2   2.9   5.6 999.0 99.0
97 01 11 06 217  9.6 11.7 99.00 99.00 99.00 999  998.9   2.5   5.6 999.0 99.0
97 01 11 07 203  8.8 11.2   .73  3.23  3.31 254  999.2   2.4   5.6 999.0 99.0
97 01 11 08 215 10.6 12.7   .75  2.94  3.25 225  999.9   2.4   5.6 999.0 99.0
97 01 11 09 220  9.3 11.7   .79  3.12  3.37 217  999.7   2.4   5.6 999.0 99.0
97 01 11 10 213  7.5  9.2   .72  2.94  3.32 215  999.0   2.3   5.6 999.0 99.0
97 01 11 11 215  7.1  8.8   .65 11.11  3.65  90  999.3   2.2   5.6 999.0 99.0
97 01 11 12 285  7.0  8.8   .55 11.11  4.03  94  998.5   -.3   5.6 999.0 99.0
97 01 11 13 320  6.8  7.7   .51 11.11  3.76  91  997.1  -1.3   5.6 999.0 99.0
97 01 11 14 322  5.9  7.1   .53 11.11  3.69  98  997.2  -1.4   5.5 999.0 99.0
97 01 11 15 325  6.7  7.7   .57 11.11  3.81 110  996.8  -1.5   5.5 999.0 99.0
97 01 11 16 314  9.2 10.9   .59 11.11  3.51 107  996.9  -1.8   5.5 999.0 99.0
97 01 11 17 295  9.8 12.0   .79  3.45  3.56 321  997.0  -1.9   5.6 999.0 99.0
97 01 11 18 282  9.2 12.2   .92  3.57  3.72 316  997.5  -1.4   5.6 999.0 99.0
97 01 11 19 270 11.9 14.9   .95  3.70  3.74 293  998.3   -.5   5.6 999.0 99.0
97 01 11 20 261 12.6 15.7  1.09  4.00  3.78 289  999.5   -.2   5.6 999.0 99.0
97 01 11 21 266 12.6 14.4  1.18  4.17  3.87 279 1000.8   -.4   5.6 999.0 99.0
97 01 11 22 272 12.2 16.4  1.21  4.35  3.88 287 1002.1   -.7   5.6 999.0 99.0
97 01 11 23 271 12.2 14.9  1.07  4.00  3.80 285 1003.1  -1.0   5.6 999.0 99.0
97 01 12 00 277 11.8 15.4   .93  3.85  3.67 290 1004.1  -1.5   5.6 999.0 99.0
