YY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
97 02 01 00 304  4.0  5.2  1.94  9.09  6.39  94 1009.4    .4   3.2 999.0 99.0
97 02 01 01 282  4.7  6.1  1.98  9.09  6.55  89 1009.4    .0   3.2 999.0 99.0
97 02 01 02 290  4.0  5.1  2.12  8.33  7.06  88 1008.8   -.3   3.2 999.0 99.0
97 02 01 03 280  3.4  4.5  2.03  9.09  6.86  86 1008.4   -.4   3.2 999.0 99.0
97 02 01 04 286  3.5  4.7  2.16  9.09  7.14  88 1007.6  -1.0   3.2 999.0 99.0
97 02 01 05 241  1.9  2.7  2.20  9.09  7.07  84 1006.9   -.7   3.1 999.0 99.0
97 02 01 06 245  3.4  5.0  2.28  9.09  7.11  81 1006.4   -.3   3.1 999.0 99.0
97 02 01 07 192  3.5  4.5  2.12  9.09  7.39  85 1005.9    .3   3.1 999.0 99.0
97 02 01 08 168  5.1  6.2  2.16 10.00  7.48  87 1004.8   1.2   3.2 999.0 99.0
97 02 01 09 164  5.4  6.8  2.14  9.09  7.58  88 1004.6   1.7   3.2 999.0 99.0
97 02 01 10 176  6.5  7.7  2.05 11.11  7.46  85 1004.0   2.1   3.6 999.0 99.0
97 02 01 11 173  5.6  6.6  2.22  9.09  7.87  80 1003.9   2.4   3.5 999.0 99.0
97 02 01 12 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 02 01 13 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 02 01 14 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 02 01 15 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 02 01 16 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 02 01 17 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 02 01 18 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 02 01 19 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 02 01 20 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 02 01 21 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 02 01 22 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 02 01 23 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 02 02 00 249  5.6  7.1  1.71 11.11  7.89  89 1008.3   4.9   3.9 999.0 99.0
97 02 02 01 248  6.7  8.2  1.70 11.11  8.19  89 1009.2   4.4   3.9 999.0 99.0
97 02 02 02 253  6.0  7.2  1.56 11.11  7.75  88 1009.9   4.3   3.9 999.0 99.0
97 02 02 03 263  6.8  8.2  1.57 10.00  6.59  84 1010.8   4.4   3.9 999.0 99.0
97 02 02 04 265  6.9  8.3  1.52 11.11  6.86  86 1011.3   4.3   3.9 999.0 99.0
97 02 02 05 263  7.0  8.9  1.51 11.11  6.84  86 1011.6   4.4   3.9 999.0 99.0
97 02 02 06 264  7.0  8.6  1.60 10.00  7.06  90 1012.0   3.9   3.9 999.0 99.0
97 02 02 07 270  8.0  9.8  1.49 12.50  6.24  84 1012.7   3.6   3.9 999.0 99.0
97 02 02 08 266  7.6  9.1  1.47 12.50  6.05  81 1013.7   3.5   3.9 999.0 99.0
97 02 02 09 269  7.1  8.6  1.39 11.11  6.03  86 1014.4   3.1   3.9 999.0 99.0
97 02 02 10 263  7.0  8.2  1.25 12.50  6.43  87 1015.7   2.9   3.7 999.0 99.0
97 02 02 11 271  7.3  8.2  1.28 12.50  6.18  86 1016.5   2.8   3.9 999.0 99.0
97 02 02 12 251  5.4  6.3  1.27 11.11  6.47  90 1017.7   2.9   3.6 999.0 99.0
97 02 02 13 249  6.1  7.1  1.12 11.11  7.03  85 1018.8   2.3   3.6 999.0 99.0
97 02 02 14 248  6.1  6.9  1.01 11.11  6.69  86 1019.5   2.0   3.7 999.0 99.0
97 02 02 15 249  6.2  7.2  1.15 11.11  7.16  83 1020.6   2.4   3.9 999.0 99.0
97 02 02 16 252  5.9  7.1   .91 11.11  7.58  81 1021.1   2.8   3.9 999.0 99.0
97 02 02 17 246  5.4  6.2   .87 11.11  8.37  81 1021.2   3.5   3.9 999.0 99.0
97 02 02 18 237  2.9  3.4   .86 11.11  8.73  85 1021.0   3.7   3.9 999.0 99.0
97 02 02 19 238  3.4  4.1   .89 11.11  8.87  82 1021.1   4.3   4.0 999.0 99.0
97 02 02 20 249  1.9  2.5   .87 11.11  8.73  92 1021.2   4.7   4.0 999.0 99.0
97 02 02 21  89  1.4  1.9   .80 11.11  8.09  92 1021.3   4.8   4.0 999.0 99.0
97 02 02 22 100   .9  1.1   .83 10.00  8.24  96 1021.9   4.0   4.0 999.0 99.0
97 02 02 23 113   .6  1.1   .80 10.00  8.42  91 1022.6   4.2   3.9 999.0 99.0
97 02 03 00 167  5.1  6.0   .81 11.11  8.58  75 1022.8   3.6   3.9 999.0 99.0
97 02 03 01 175  5.8  6.7   .76  9.09  8.21  87 1023.1   3.6   3.9 999.0 99.0
97 02 03 02 167  6.0  7.0   .78 10.00  6.54  81 1023.3   3.5   3.9 999.0 99.0
97 02 03 03 183  4.8  5.6   .74 10.00  6.24  73 1023.5   3.1   3.6 999.0 99.0
97 02 03 04 187  4.5  5.2   .69  9.09  6.80  85 1023.5   3.0   3.6 999.0 99.0
97 02 03 05 185  4.0  4.9   .62 11.11  6.85  76 1023.5   2.8   3.5 999.0 99.0
97 02 03 06 187  4.8  5.5   .68 10.00  7.47  79 1023.5   2.8   3.5 999.0 99.0
97 02 03 07 195  3.7  4.5   .64 11.11  7.50  73 1023.6   2.9   3.5 999.0 99.0
97 02 03 08 173  4.4  5.2   .60 10.00  7.36  76 1023.5   2.7   3.5 999.0 99.0
97 02 03 09 177  4.2  5.1   .60  9.09  7.30  82 1023.4   2.8   3.5 999.0 99.0
97 02 03 10 187  3.4  4.0   .55 10.00  7.05  77 1023.5   2.9   3.5 999.0 99.0
97 02 03 11 182  4.5  5.1   .57 10.00  7.06  83 1023.5   2.8   3.5 999.0 99.0
97 02 03 12 185  3.8  4.3   .58  9.09  6.50  83 1023.5   2.7   3.5 999.0 99.0
97 02 03 13 176  5.2  6.1   .53 10.00  6.53  77 1024.1   2.8   3.5 999.0 99.0
97 02 03 14 200  2.7  3.2   .52 11.11  6.61  82 1024.2   2.5   3.2 999.0 99.0
97 02 03 15 170  1.7  2.4   .52  9.09  6.22  88 1024.2   2.8   3.2 999.0 99.0
97 02 03 16 198  2.2  2.5   .47 11.11  6.60  80 1024.3   3.1   3.2 999.0 99.0
97 02 03 17 283  1.9  2.2   .47 10.00  6.62  88 1024.1   2.8   3.2 999.0 99.0
97 02 03 18 261  1.5  1.9   .52 10.00  6.92  79 1023.6   2.8   3.2 999.0 99.0
97 02 03 19 279  1.1  1.6   .51 10.00  7.33  86 1023.6   2.8   3.1 999.0 99.0
97 02 03 20 309  2.3  2.9   .53  9.09  7.13 102 1023.7   3.1   3.1 999.0 99.0
97 02 03 21   5  6.3  7.1   .52  9.09  7.01  99 1024.1   2.3   3.1 999.0 99.0
97 02 03 22 360  5.8  6.9   .53  9.09  5.76 101 1025.0   2.0   3.4 999.0 99.0
97 02 03 23 355  6.2  7.1   .56  9.09  4.45  98 1026.5   2.1   3.5 999.0 99.0
97 02 04 00 345  7.2  8.6   .58 10.00  3.83  94 1027.2   2.3   3.6 999.0 99.0
97 02 04 01 347  7.7  9.0   .66 10.00  3.68  93 1028.2   2.4   3.6 999.0 99.0
97 02 04 02 352  6.9  8.6   .73  3.57  3.70  28 1028.9   2.4   3.6 999.0 99.0
97 02 04 03 344  5.9  7.3   .68  9.09  3.84 105 1029.7   2.4   3.6 999.0 99.0
97 02 04 04 331  4.7  5.5   .61  4.17  3.98  41 1030.3   2.1   3.6 999.0 99.0
97 02 04 05 326  6.1  7.2   .63  4.35  4.12  37 1031.8   2.4   3.6 999.0 99.0
97 02 04 06 335  7.0  8.3   .83 10.00  4.08  78 1032.9   2.4   3.6 999.0 99.0
97 02 04 07  15  9.2 10.9  1.03  5.00  4.05  45 1032.8   2.9   3.5 999.0 99.0
97 02 04 08  18  9.1 10.7  1.23  5.00  4.24  38 1032.9   2.4   3.6 999.0 99.0
97 02 04 09  21  9.1 10.7  1.30  5.56  4.34  55 1032.9   2.1   3.6 999.0 99.0
97 02 04 10  28  9.8 11.7  1.62  5.56  4.62  44 1033.1   1.6   3.6 999.0 99.0
97 02 04 11  30  9.0 10.9  1.78  6.25  4.90  50 1034.4   1.3   3.6 999.0 99.0
97 02 04 12  33  7.8 10.2  1.73  6.25  4.85  47 1035.8   1.2   3.9 999.0 99.0
97 02 04 13  48  7.2  8.6  1.66  6.67  4.97  50 1036.1    .9   3.9 999.0 99.0
97 02 04 14  38  6.5  8.1  1.70  6.67  5.09  46 1036.8    .8   3.9 999.0 99.0
97 02 04 15  44  6.7  8.5  1.65  6.67  5.24  50 1037.2    .8   3.6 999.0 99.0
97 02 04 16  50  5.8  7.2  1.55  7.14  5.18  52 1037.6    .7   3.5 999.0 99.0
97 02 04 17  40  5.4  7.9  1.68  7.69  5.37  62 1036.8    .5   3.5 999.0 99.0
97 02 04 18  50  5.3  6.6  1.73  7.69  5.78  59 1036.5    .5   3.4 999.0 99.0
97 02 04 19  62  5.3  7.1  1.68  7.69  5.60  54 1036.1    .7   3.2 999.0 99.0
97 02 04 20  75  4.4  6.2  1.59  7.14  5.57  56 1036.1    .8   3.2 999.0 99.0
97 02 04 21  85  4.2  5.5  1.48  7.14  5.39  58 1036.1    .9   3.2 999.0 99.0
97 02 04 22  99  5.2  6.7  1.46  7.14  5.32  60 1035.1   1.2   3.2 999.0 99.0
97 02 04 23  96  4.6  5.6  1.40  7.14  5.28  55 1035.1   1.5   3.1 999.0 99.0
97 02 05 00 109  5.2  6.1  1.35  7.14  5.21  60 1034.5   1.7   2.9 999.0 99.0
97 02 05 01 125  6.3  7.7  1.23  6.67  4.95  53 1033.5   2.0   2.9 999.0 99.0
97 02 05 02 122  6.0  7.5  1.12  6.67  4.86  54 1033.0   2.1   3.1 999.0 99.0
97 02 05 03 131  5.5  6.8  1.14  7.14  4.86  60 1032.0   2.3   3.1 999.0 99.0
97 02 05 04 133  5.2  5.9  1.13  7.14  4.93  54 1030.5   2.5   3.1 999.0 99.0
97 02 05 05 125  6.2  7.4  1.06  6.67  4.80  52 1028.5   2.8   3.2 999.0 99.0
97 02 05 06 123  7.2  8.4  1.04  7.14  4.42  60 1026.8   2.7   3.2 999.0 99.0
97 02 05 07 128  7.4  9.3  1.11  5.26  4.32  57 1025.0   3.1   3.1 999.0 99.0
97 02 05 08 131  9.7 11.8  1.30  6.25  4.39  59 1022.0   3.2   3.1 999.0 99.0
97 02 05 09 138  9.3 10.7  1.36  5.56  4.39  70 1019.8   3.5   3.1 999.0 99.0
97 02 05 10 151  8.2 10.6  1.40  6.25  4.49  76 1018.5   3.9   3.0 999.0 99.0
97 02 05 11 150 11.5 13.9  1.65  5.88  4.61  94 1015.1   4.6   2.9 999.0 99.0
97 02 05 12 149  9.5 11.7  1.82  6.25  4.76  93 1013.3   4.8   2.8 999.0 99.0
97 02 05 13 308  2.8  3.9  1.75  6.25  5.02 107 1014.0   4.6   2.9 999.0 99.0
97 02 05 14 132  2.0  2.5  1.81  6.25  5.36 116 1012.0   3.9   2.9 999.0 99.0
97 02 05 15 286  5.3  6.8  1.86  7.14  5.62  98 1011.7   3.8   2.9 999.0 99.0
97 02 05 16 319  1.5  2.3  1.62  7.69  5.61  90 1010.6   3.6   3.1 999.0 99.0
97 02 05 17 270  3.4  5.3  1.56  7.14  5.74  94 1009.4   2.9   3.1 999.0 99.0
97 02 05 18 229  3.4  4.4  1.60  7.69  5.99  95 1008.7   2.8   3.2 999.0 99.0
97 02 05 19 277  5.5  7.0  1.61  7.69  6.19  94 1008.1   2.8   3.1 999.0 99.0
97 02 05 20 277  4.3  5.7  1.66  7.69  6.49 102 1008.5   3.1   3.1 999.0 99.0
97 02 05 21 246  3.6  4.9  1.45  7.69  6.34 100 1008.6   3.3   3.2 999.0 99.0
97 02 05 22 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 02 05 23 257  5.8  7.2  1.44  7.69  6.12  92 1008.9   4.7   3.2 999.0 99.0
97 02 06 00 264  5.3  6.5  1.10  7.14  5.41  97 1009.3   5.1   3.2 999.0 99.0
97 02 06 01 270  7.5  9.8  1.06  7.69  5.48  84 1009.1   5.1   3.2 999.0 99.0
97 02 06 02 264  8.5 10.5  1.15  7.69  4.80  92 1009.2   5.1   3.2 999.0 99.0
97 02 06 03 257  7.2  8.3   .96  7.69  4.43  96 1009.4   4.8   3.2 999.0 99.0
97 02 06 04 246  7.1  8.3   .75  7.69  4.08  84 1009.9   4.4   3.2 999.0 99.0
97 02 06 05 264  8.7 10.9   .78  7.69  4.15  98 1009.9   4.4   3.2 999.0 99.0
97 02 06 06 264  8.9 10.8   .82  7.69  3.85  85 1010.2   4.3   3.2 999.0 99.0
97 02 06 07 263  7.0  8.0   .74  7.69  3.83  81 1010.3   4.0   3.2 999.0 99.0
97 02 06 08 262  6.6  8.2   .70  7.69  4.34  91 1010.5   3.9   3.2 999.0 99.0
97 02 06 09 261  7.8  9.3   .73  7.14  4.07  94 1010.9   4.0   3.1 999.0 99.0
97 02 06 10 272  8.2 10.2   .77  7.69  4.25  97 1011.4   4.0   3.1 999.0 99.0
97 02 06 11 284  7.8  9.3   .67  7.69  3.92  94 1012.4   3.9   3.1 999.0 99.0
97 02 06 12 313  6.9  8.6   .61  7.14  4.22  93 1013.4   3.6   3.1 999.0 99.0
97 02 06 13 322  7.9  9.4   .74  7.69  3.82  99 1014.1   3.2   3.1 999.0 99.0
97 02 06 14 318  9.2 10.9   .84  3.03  3.70 334 1015.0   2.7   3.2 999.0 99.0
97 02 06 15 308  8.4 10.1   .91  3.57  3.72 336 1015.8   2.4   3.5 999.0 99.0
97 02 06 16 311  7.9  9.6   .99  3.57  3.68 324 1016.1   2.7   3.6 999.0 99.0
97 02 06 17 299  6.5  7.8   .85  3.45  3.78 320 1015.6   3.1   3.6 999.0 99.0
97 02 06 18 275  5.9  7.6   .73  3.23  3.72 314 1015.1   3.5   3.6 999.0 99.0
97 02 06 19 294  5.7  7.7   .67 10.00  3.78  95 1015.2   4.0   3.6 999.0 99.0
97 02 06 20 275  4.9  5.9   .57  9.09  4.13  87 1015.7   4.4   3.6 999.0 99.0
97 02 06 21 278  5.1  6.2   .56  9.09  5.00  99 1015.8   5.1   3.5 999.0 99.0
97 02 06 22 270  2.4  2.9   .75  9.09  6.29 102 1016.0   4.8   3.5 999.0 99.0
97 02 06 23 275  2.8  4.5   .75  9.09  6.97  98 1016.4   4.4   3.5 999.0 99.0
97 02 07 00 288  4.1  4.9   .71 10.00  6.67  96 1016.6   4.7   3.4 999.0 99.0
97 02 07 01 277  6.9  8.2   .57  9.09  6.90  99 1017.0   4.4   3.5 999.0 99.0
97 02 07 02 276  7.7  9.6   .67 10.00  4.20 106 1016.8   3.5   3.5 999.0 99.0
97 02 07 03 276  7.3  8.8   .70 10.00  3.87 115 1017.2   2.8   3.5 999.0 99.0
97 02 07 04 274  8.4  9.6   .81 10.00  4.04 104 1017.6   2.3   3.5 999.0 99.0
97 02 07 05 263  7.7  9.3   .76  3.23  3.60 285 1018.6   1.9   3.6 999.0 99.0
97 02 07 06 276  7.3  8.8   .77  9.09  4.02 110 1018.7   1.4   3.6 999.0 99.0
97 02 07 07 287  6.2  7.9   .67  9.09  4.48  99 1018.9   1.2   3.5 999.0 99.0
97 02 07 08 297  5.9  7.0   .62  9.09  4.57 106 1019.0    .9   3.2 999.0 99.0
97 02 07 09 308  5.8  7.7   .59 10.00  5.09 105 1018.9    .5   3.2 999.0 99.0
97 02 07 10 308  5.1  6.5   .61  9.09  5.61 109 1019.3    .4   3.2 999.0 99.0
97 02 07 11 302  4.8  6.3   .48 10.00  6.26 109 1020.3    .4   3.4 999.0 99.0
97 02 07 12 305  4.9  6.3   .51 10.00  6.22 111 1020.9    .1   3.5 999.0 99.0
97 02 07 13 293  4.8  6.3   .47 10.00  5.96 110 1021.6    .1   3.5 999.0 99.0
97 02 07 14 273  4.3  5.4   .45  9.09  5.48 103 1021.9    .4   3.5 999.0 99.0
97 02 07 15 272  4.5  5.9   .44 10.00  4.89  94 1021.4    .5   3.5 999.0 99.0
97 02 07 16 278  4.8  5.8   .44 10.00  5.11  85 1021.8    .9   3.2 999.0 99.0
97 02 07 17 297  4.0  5.4   .36 10.00  5.42  85 1021.0   1.3   3.2 999.0 99.0
97 02 07 18 281  5.0  6.0   .39  9.09  6.30  93 1020.5   1.6   3.2 999.0 99.0
97 02 07 19 289  5.4  7.0   .43  9.09  4.10  93 1020.5   1.7   3.2 999.0 99.0
97 02 07 20 284  5.3  7.1   .49  8.33  3.91  89 1021.0   2.0   3.2 999.0 99.0
97 02 07 21 270  4.5  5.9   .45 10.00  4.93  83 1021.3   2.4   3.3 999.0 99.0
97 02 07 22 302  5.0  6.0   .47  9.09  4.35  95 1022.0   2.6   3.2 999.0 99.0
97 02 07 23 284  3.8  4.5   .46  9.09  4.30 102 1022.6   2.6   3.2 999.0 99.0
97 02 08 00 337  4.8  5.6   .42 10.00  5.72  97 1022.9   2.4   3.3 999.0 99.0
97 02 08 01 345  4.0  4.7   .45 10.00  5.87  81 1023.6   2.2   3.5 999.0 99.0
97 02 08 02 333  3.7  4.6   .42  9.09  6.29  82 1024.1   2.1   3.2 999.0 99.0
97 02 08 03 324  4.5  5.3   .35  9.09  5.68  83 1025.0   2.1   3.2 999.0 99.0
97 02 08 04 332  4.1  5.4   .41 11.11  5.68  89 1024.4   2.0   3.2 999.0 99.0
97 02 08 05 360  2.4  3.2   .36 10.00  5.44  86 1023.7   1.7   3.2 999.0 99.0
97 02 08 06 327  1.6  2.3   .36 10.00  5.95  72 1024.3   1.7   2.9 999.0 99.0
97 02 08 07 338  2.8  4.0   .36 11.11  6.05  68 1025.0   1.7   2.8 999.0 99.0
97 02 08 08 358  5.9  6.9   .37 10.00  5.26  79 1024.3    .9   2.7 999.0 99.0
97 02 08 09   4  6.0  7.5   .54 11.11  3.63  71 1025.0    .8   2.7 999.0 99.0
97 02 08 10   2  7.3  8.5   .59 10.00  3.69 101 1025.2    .5   2.7 999.0 99.0
97 02 08 11 345  8.1  9.6   .68  3.45  3.62  25 1026.1    .0   2.7 999.0 99.0
97 02 08 12 352  7.8  9.0   .87  3.85  3.71  32 1026.5   -.6   2.7 999.0 99.0
97 02 08 13 349  7.3  8.9   .81  3.33  3.83  14 1026.6   -.8   2.7 999.0 99.0
97 02 08 14 342  7.4  8.5   .74  3.33  3.57  13 1026.8  -1.1   2.7 999.0 99.0
97 02 08 15 342  7.5  8.9   .72  3.33  3.64   7 1027.3  -1.4   2.7 999.0 99.0
97 02 08 16 345  7.3  8.5   .77  3.45  3.56  16 1027.2   -.7   2.7 999.0 99.0
97 02 08 17  56  9.4 11.4   .80  3.45  3.52  14 1025.7   -.2   2.8 999.0 99.0
97 02 08 18  65  8.2  9.9  1.08  4.55  3.88  40 1025.8   -.3   2.8 999.0 99.0
97 02 08 19  56  8.8 10.3  1.20  4.76  4.24  51 1025.8   -.7   2.8 999.0 99.0
97 02 08 20  53  9.5 11.0  1.46  5.26  4.46  51 1025.3   -.9   2.8 999.0 99.0
97 02 08 21  51  9.8 11.2  1.51  5.56  4.49  52 1025.3  -1.1   2.5 999.0 99.0
97 02 08 22  45  9.5 11.3  1.61  5.56  4.71  58 1025.2  -1.1   2.5 999.0 99.0
97 02 08 23  51 10.5 12.4  1.78  5.88  4.74  64 1025.0  -1.1   2.7 999.0 99.0
97 02 09 00  38  9.3 11.8  1.68  5.88  4.69  57 1025.1  -1.5   2.8 999.0 99.0
97 02 09 01  34  9.4 11.3  1.77  5.88  4.82  55 1025.0  -1.5   2.8 999.0 99.0
97 02 09 02  48  8.1 10.4  1.68  5.56  4.72  63 1025.4  -1.6   2.8 999.0 99.0
97 02 09 03  42  9.4 11.6  1.85  5.88  4.88  65 1024.4  -1.5   2.9 999.0 99.0
97 02 09 04  32  9.9 12.1  1.91  5.88  4.98  62 1023.9  -1.6   2.9 999.0 99.0
97 02 09 05  31  9.8 12.6  2.08  6.67  5.11  67 1023.6  -1.6   2.9 999.0 99.0
97 02 09 06  33 10.7 14.0  2.09  6.25  5.12  59 1022.5  -1.5   2.8 999.0 99.0
97 02 09 07  26 10.7 12.6  2.11  6.25  5.18  61 1021.8  -1.6   2.8 999.0 99.0
97 02 09 08  20 10.6 13.2  2.14  6.67  5.13  60 1021.6  -1.8   2.8 999.0 99.0
97 02 09 09  22  9.8 11.9  2.18  6.67  5.25  64 1021.3  -1.9   2.8 999.0 99.0
97 02 09 10   8 10.2 12.1  2.12  7.14  5.23  71 1021.1  -2.6   2.8 999.0 99.0
97 02 09 11   5  8.9 10.7  2.11  6.67  5.30  66 1021.8  -3.0   2.8 999.0 99.0
97 02 09 12 349  8.5 10.8  1.93  6.67  5.12  68 1021.1  -3.4   2.8 999.0 99.0
97 02 09 13 337  7.3  9.1  1.98  7.14  5.38  71 1021.3  -3.8   2.8 999.0 99.0
97 02 09 14 334  8.5 10.3  1.98  7.14  5.23  85 1021.1  -4.5   2.8 999.0 99.0
97 02 09 15 339  8.0  9.6  1.91  6.67  5.23  68 1020.6  -4.5   2.9 999.0 99.0
97 02 09 16 329  6.2  8.1  1.72  7.14  5.15  77 1020.3  -4.4   2.9 999.0 99.0
97 02 09 17 325  5.1  7.2  1.58  7.14  5.12  73 1019.6  -3.8   3.1 999.0 99.0
97 02 09 18 306  4.6  7.0  1.54  7.14  5.32  65 1019.0  -3.0   3.1 999.0 99.0
97 02 09 19 303  3.2  4.9  1.40  6.67  5.39  65 1018.8  -2.0   3.1 999.0 99.0
97 02 09 20 280  3.1  4.8  1.47  7.14  5.68  70 1018.7  -1.1   3.1 999.0 99.0
97 02 09 21 274  3.2  4.1  1.27  6.67  5.68  65 1018.8   -.4   2.9 999.0 99.0
97 02 09 22 225  2.8  3.7  1.29  7.14  6.00  74 1018.8    .1   2.8 999.0 99.0
97 02 09 23 200  4.0  4.9  1.28  7.14  6.15  84 1019.0    .5   2.8 999.0 99.0
97 02 10 00 233  5.4  6.6  1.45  7.69  6.63  91 1019.0   2.1   2.8 999.0 99.0
97 02 10 01 264  6.4  7.9  1.47  7.69  6.61  93 1018.9   2.4   2.8 999.0 99.0
97 02 10 02 271  7.4  9.3  1.51  8.33  5.81  99 1018.8   2.5   2.8 999.0 99.0
97 02 10 03 279  6.8  8.2  1.37  7.69  5.51  89 1018.8   2.1   2.8 999.0 99.0
97 02 10 04 266  6.4  7.6  1.36  8.33  6.05  93 1018.3   1.7   2.8 999.0 99.0
97 02 10 05 268  6.9  8.3  1.22 10.00  5.75 105 1018.3   1.2   2.8 999.0 99.0
97 02 10 06 265  7.0  8.5  1.28 10.00  5.81 106 1018.3    .9   2.8 999.0 99.0
97 02 10 07 273  6.8  8.0  1.30  9.09  5.85  98 1018.3    .5   2.8 999.0 99.0
97 02 10 08 274  6.1  7.1  1.35 10.00  6.25  96 1018.1    .1   2.8 999.0 99.0
97 02 10 09 272  5.4  6.5  1.32 10.00  6.76  89 1018.5   -.3   2.8 999.0 99.0
97 02 10 10 286  5.4  6.8  1.31 10.00  7.05  95 1018.8   -.4   2.8 999.0 99.0
97 02 10 11 285  5.3  7.1  1.23 10.00  7.52  89 1019.0   -.7   2.7 999.0 99.0
97 02 10 12 273  6.7  7.8  1.21  9.09  7.40  92 1019.6   -.8   2.7 999.0 99.0
97 02 10 13 279  6.9  8.6  1.26 11.11  6.44  93 1020.4   -.7   2.8 999.0 99.0
97 02 10 14 274  6.9  8.5  1.34  9.09  6.46  91 1020.4   -.9   2.8 999.0 99.0
97 02 10 15 281  6.3  7.6  1.30 10.00  6.02  83 1020.3  -1.0   2.8 999.0 99.0
97 02 10 16 286  5.4  6.7  1.12  9.09  5.95  88 1020.1   -.3   2.8 999.0 99.0
97 02 10 17 284  4.4  5.6  1.16  9.09  6.55  81 1019.1    .1   2.9 999.0 99.0
97 02 10 18 267  4.0  5.1  1.21 10.00  7.37  96 1018.8    .8   3.1 999.0 99.0
97 02 10 19 231  2.0  2.7  1.38 11.11  8.74  90 1017.7   1.3   3.1 999.0 99.0
97 02 10 20 203  3.4  4.4  1.23 11.11  8.74  81 1018.3   2.0   3.1 999.0 99.0
97 02 10 21 192  2.1  2.9  1.29 11.11  9.07  84 1018.6   2.4   3.1 999.0 99.0
97 02 10 22 275  1.7  2.9  1.32 11.11  9.15  79 1019.1   2.3   2.9 999.0 99.0
97 02 10 23 315  4.0  5.0  1.40 11.11  9.29  84 1018.9   2.8   2.9 999.0 99.0
97 02 11 00 308  3.1  3.7  1.40 10.00  9.04  81 1019.3   2.8   2.8 999.0 99.0
97 02 11 01 338  3.4  4.3  1.46 10.00  8.85  77 1019.4   2.8   2.7 999.0 99.0
97 02 11 02 358  6.0  6.7  1.25  9.09  8.31  89 1019.0   2.4   2.7 999.0 99.0
97 02 11 03  56  5.9  7.3  1.32 10.00  7.02  93 1019.2   2.4   2.8 999.0 99.0
97 02 11 04  43  6.6  7.9  1.15  9.09  6.78  87 1019.0   2.5   2.8 999.0 99.0
97 02 11 05  31  6.8  8.7  1.08 11.11  5.22  77 1019.4   2.4   2.8 999.0 99.0
97 02 11 06  26  7.8  8.9  1.13 11.11  5.13  91 1018.9   2.3   2.9 999.0 99.0
97 02 11 07  30  8.3 10.4  1.15 11.11  4.84  90 1018.7   2.0   2.9 999.0 99.0
97 02 11 08 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 02 11 09  34  9.9 11.7  1.39  4.35  4.47  40 1018.4   2.1   2.9 999.0 99.0
97 02 11 10  42 10.2 12.3  1.53  5.00  4.63  35 1018.7   2.0   2.9 999.0 99.0
97 02 11 11  44 10.5 12.5  1.60  5.56  4.77  39 1019.0   1.7   2.9 999.0 99.0
97 02 11 12  32 10.6 12.8  1.65  5.56  4.80  43 1019.3    .9   2.8 999.0 99.0
97 02 11 13  35 10.0 12.0  1.81  5.88  4.69  45 1019.6   1.2   2.8 999.0 99.0
97 02 11 14  40  9.9 12.3  1.82  5.88  4.91  45 1019.5   1.2   2.8 999.0 99.0
97 02 11 15  32 11.1 13.1  1.84  6.25  4.82  49 1019.4    .6   2.9 999.0 99.0
97 02 11 16  26 11.5 13.1  2.27  6.25  5.15  56 1019.1    .5   2.9 999.0 99.0
97 02 11 17  26 11.6 14.4  2.42  6.67  5.40  49 1018.7    .1   2.9 999.0 99.0
97 02 11 18  23 11.3 14.6  2.54  7.14  5.51  52 1018.0    .1   3.1 999.0 99.0
97 02 11 19  19 11.1 13.0  2.49  7.14  5.49  58 1018.1   -.3   3.1 999.0 99.0
97 02 11 20  23 10.2 12.1  2.37  7.14  5.50  50 1018.6   -.4   3.1 999.0 99.0
97 02 11 21  24  9.3 10.7  2.36  7.69  5.64  57 1018.9   -.5   3.1 999.0 99.0
97 02 11 22  18  7.9  9.6  2.05  7.14  5.36  47 1019.4   -.4   2.9 999.0 99.0
97 02 11 23 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 02 12 00  18  6.7  8.2  2.09  7.69  5.73  59 1020.4   -.6   2.9 999.0 99.0
