YY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
95 01 09 03 267 04.7 06.1 01.00 12.50 05.90 080 1018.8  00.1 999.0 999.0 08.0
95 01 09 04 254 04.6 06.0 01.00 11.10 06.40 095 1018.4  00.4 999.0 999.0 09.5
95 01 09 05 211 04.3 05.5 00.80 12.50 06.60 080 1018.1  00.0 999.0 999.0 08.0
95 01 09 06 199 04.9 06.4 00.90 12.50 07.60 076 1017.8  00.0 999.0 999.0 07.6
95 01 09 07 200 04.9 06.3 00.80 12.50 06.30 065 1018.1 -00.7 999.0 999.0 06.5
95 01 09 08 213 05.3 06.6 00.70 12.50 05.30 080 1018.1 -00.1 999.0 999.0 08.0
95 01 09 09 217 05.4 07.4 00.80 11.10 05.20 089 1018.0 -00.7 999.0 999.0 08.9
95 01 09 10 247 04.7 06.7 00.70 11.10 04.80 103 1017.9 -00.8 999.0 999.0 10.3
95 01 09 11 260 04.7 06.2 00.80 11.10 05.70 098 1018.2 -00.4 999.0 999.0 09.8
95 01 09 12 259 04.5 06.9 00.70 11.10 06.20 096 1018.8 -00.4 999.0 999.0 09.6
95 01 09 13 265 05.8 07.8 00.70 11.10 06.20 106 1018.8 -00.2 999.0 999.0 10.6
95 01 09 14 276 06.3 08.1 00.90 12.50 05.70 097 1019.4 -00.3 999.0 999.0 09.7
95 01 09 15 264 05.3 07.6 00.70 12.50 05.00 095 1020.3  00.0 999.0 999.0 09.5
95 01 09 16 248 05.9 07.4 00.70 11.10 06.20 091 1019.6  00.0 999.0 999.0 09.1
95 01 09 17 270 05.8 07.5 00.70 12.50 05.50 085 1018.8  00.0 999.0 999.0 08.5
95 01 09 18 253 06.1 07.8 00.70 11.10 05.00 093 1018.1  00.4 999.0 999.0 09.3
95 01 09 19 257 05.4 07.5 00.70 11.10 05.30 092 1018.1  00.6 999.0 999.0 09.2
95 01 09 20 266 05.6 07.1 00.60 11.10 04.80 100 1018.7  00.8 999.0 999.0 10.0
95 01 09 21 266 04.8 06.6 00.60 11.10 05.40 106 1018.9  01.2 999.0 999.0 10.6
95 01 09 22 264 07.2 09.6 00.60 11.10 04.30 103 1019.5  01.2 999.0 999.0 10.3
95 01 09 23 275 07.1 08.8 00.70 11.10 03.80 096 1020.5  00.9 999.0 999.0 09.6
95 01 10 00 289 08.9 10.9 00.70 11.10 04.00 102 1021.5  00.3 999.0 999.0 10.2
95 01 10 01 283 08.6 11.1 00.70 11.10 03.80 104 1022.5  00.0 999.0 999.0 10.4
95 01 10 02 281 08.9 11.6 00.80 11.10 03.80 109 1023.3 -00.3 999.0 999.0 10.9
95 01 10 03 289 08.6 10.4 00.80 11.10 03.80 105 1023.6 -00.7 999.0 999.0 10.5
95 01 10 04 293 08.7 11.3 00.80 11.10 03.80 099 1024.0 -01.1 999.0 999.0 09.9
95 01 10 05 303 07.2 09.2 00.80 03.30 03.70 317 1024.7 -01.9 999.0 999.0 31.7
95 01 10 06 324 07.3 09.6 00.70 11.10 03.80 104 1025.1 -02.1 999.0 999.0 10.4
95 01 10 07 322 06.4 08.5 00.70 11.10 03.80 109 1025.8 -02.7 999.0 999.0 10.9
95 01 10 08 325 06.1 07.7 00.70 03.30 03.70 007 1026.6 -03.3 999.0 999.0 00.7
95 01 10 09 319 05.7 07.6 00.70 11.10 03.80 111 1026.7 -03.5 999.0 999.0 11.1
95 01 10 10 316 05.2 07.3 00.70 10.00 03.90 110 1027.0 -03.8 999.0 999.0 11.0
95 01 10 11 310 05.1 06.9 00.60 10.00 04.20 105 1027.8 -03.9 999.0 999.0 10.5
95 01 10 12 307 08.0 09.3 00.60 10.00 03.90 108 1028.3 -03.5 999.0 999.0 10.8
95 01 10 13 310 06.6 09.4 00.70 10.00 03.70 117 1029.6 -04.0 999.0 999.0 11.7
95 01 10 14 320 07.2 09.4 00.80 03.20 03.70 358 1030.3 -04.5 999.0 999.0 35.8
95 01 10 15 317 05.8 07.5 00.80 10.00 04.00 109 1031.2 -03.9 999.0 999.0 10.9
95 01 10 16 326 05.3 07.0 00.80 10.00 03.90 103 1031.0 -03.9 999.0 999.0 10.3
95 01 10 17 315 04.7 05.8 00.60 10.00 04.10 103 1030.4 -03.9 999.0 999.0 10.3
95 01 10 18 312 03.5 05.8 00.60 11.10 04.70 098 1030.1 -03.9 999.0 999.0 09.8
95 01 10 19 322 03.0 04.4 00.60 10.00 04.90 096 1030.0 -03.6 999.0 999.0 09.6
95 01 10 20 348 03.4 04.9 00.50 09.10 05.30 091 1030.0 -03.2 999.0 999.0 09.1
95 01 10 21 329 03.2 05.3 00.50 09.10 05.30 101 1030.5 -03.1 999.0 999.0 10.1
95 01 10 22 304 03.8 06.1 00.50 10.00 05.30 100 1031.1 -03.5 999.0 999.0 10.0
95 01 10 23 343 03.8 05.9 00.50 10.00 04.60 096 1031.4 -03.6 999.0 999.0 09.6
95 01 11 00 343 02.6 04.3 00.40 10.00 04.50 109 1031.9 -03.8 999.0 999.0 10.9
95 01 11 01 017 03.1 04.6 00.40 10.00 05.00 102 1032.0 -03.7 999.0 999.0 10.2
95 01 11 02 007 03.8 05.8 00.40 10.00 05.10 104 1032.8 -03.7 999.0 999.0 10.4
95 01 11 03 355 04.1 07.1 00.50 10.00 04.70 095 1032.9 -03.5 999.0 999.0 09.5
95 01 11 04 346 04.0 05.7 00.50 10.00 04.10 104 1033.0 -03.9 999.0 999.0 10.4
95 01 11 05 358 04.5 07.3 00.60 10.00 03.90 097 1033.0 -04.0 999.0 999.0 09.7
95 01 11 06 339 04.5 06.4 00.60 09.10 04.00 090 1033.3 -03.8 999.0 999.0 09.0
95 01 11 07 329 05.8 08.6 00.60 09.10 03.90 098 1033.6 -04.2 999.0 999.0 09.8
95 01 11 08 328 07.5 08.9 00.70 03.20 03.80 016 1033.4 -04.4 999.0 999.0 01.6
95 01 11 09 349 07.2 09.1 00.80 04.20 03.90 038 1033.3 -02.7 999.0 999.0 03.8
95 01 11 10 008 08.4 10.2 01.10 05.00 04.20 036 1032.9 -03.1 999.0 999.0 03.6
95 01 11 11 006 08.9 11.4 01.10 05.90 04.20 038 1033.0 -02.7 999.0 999.0 03.8
95 01 11 12 010 08.6 11.3 01.20 04.50 04.20 043 1034.3 -02.7 999.0 999.0 04.3
95 01 11 13 014 09.3 10.8 01.40 05.90 04.30 044 1034.4 -03.0 999.0 999.0 04.4
95 01 11 14 023 09.6 11.6 01.40 06.20 04.50 049 1034.6 -03.0 999.0 999.0 04.9
95 01 11 15 045 07.8 10.3 01.40 06.20 04.60 055 1035.0 -02.5 999.0 999.0 05.5
95 01 11 16 048 07.7 09.6 01.30 06.20 04.60 052 1034.8 -02.0 999.0 999.0 05.2
95 01 11 17 051 07.2 09.4 01.50 05.90 04.70 063 1034.4 -02.0 999.0 999.0 06.3
